Carrier,Origin City,Destination City,Month,Aircraft,Seats,Passengers,Distance,Departures Performed,Departures Scheduled
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",8,638,76,58,460,1,1
SkyWest Airlines Inc.,"Charlotte, NC","Detroit, MI",9,629,50,0,500,1,1
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",9,631,69,64,460,1,1
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",10,631,65,36,500,1,1
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",10,631,65,54,583,1,1
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",1,629,50,43,500,1,1
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",1,631,65,56,500,1,1
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",2,631,65,65,500,1,1
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",2,631,63,59,583,1,1
Endeavor Air Inc.,"Raleigh/Durham, NC","Detroit, MI",4,638,76,49,501,1,1
GoJet Airlines LLC d/b/a United Express,"Greensboro/High Point, NC","Detroit, MI",4,631,70,37,460,1,1
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",1,655,149,129,501,1,1
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",1,694,160,123,501,1,1
Republic Airline,"Charlotte, NC","Detroit, MI",1,673,76,63,500,1,1
Republic Airline,"Charlotte, NC","Detroit, MI",1,677,69,51,500,1,1
Endeavor Air Inc.,"Raleigh/Durham, NC","Detroit, MI",1,638,228,144,501,3,2
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",1,631,128,119,583,2,2
American Airlines Inc.,"Charlotte, NC","Detroit, MI",6,678,198,91,500,2,2
American Airlines Inc.,"Charlotte, NC","Detroit, MI",6,699,374,230,500,2,2
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",8,638,152,103,500,2,2
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",8,638,152,145,501,2,2
SkyWest Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",2,638,152,110,501,2,2
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",3,698,264,89,500,2,2
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",10,694,360,288,501,2,2
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,656,474,223,501,3,2
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",3,631,126,111,583,2,2
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",7,722,372,302,501,2,2
Republic Airline,"Charlotte, NC","Detroit, MI",5,677,140,111,500,2,2
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",3,638,228,162,501,3,3
SkyWest Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",3,638,228,70,501,3,3
ExpressJet Airlines Inc.,"Charlotte, NC","Detroit, MI",1,638,228,143,500,3,3
SkyWest Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",5,629,100,0,501,2,3
SkyWest Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",7,638,228,0,501,3,3
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",7,638,228,193,500,3,3
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",1,629,150,118,460,3,3
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",8,631,280,251,501,4,4
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,694,720,679,501,4,4
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",9,888,720,528,501,4,4
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",10,631,210,175,501,3,4
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",5,656,632,366,500,4,4
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",7,631,280,234,501,4,4
Endeavor Air Inc.,"Raleigh/Durham, NC","Detroit, MI",3,638,380,319,501,5,4
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",9,722,744,540,501,4,4
SkyWest Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,638,304,0,501,4,4
SkyWest Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",1,638,304,205,501,4,4
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",4,629,200,178,460,4,4
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",3,638,380,178,460,5,5
SkyWest Airlines Inc.,"Charlotte, NC","Detroit, MI",5,638,380,326,500,5,5
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",7,631,350,177,460,5,5
Endeavor Air Inc.,"Raleigh/Durham, NC","Detroit, MI",9,638,380,321,501,5,5
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",6,655,894,531,500,6,6
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",6,698,792,393,500,6,6
SkyWest Airlines Inc.,"Charlotte, NC","Detroit, MI",6,631,415,354,500,6,6
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",9,629,300,241,460,6,6
American Airlines Inc.,"Charlotte, NC","Detroit, MI",1,694,1050,918,500,7,7
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",7,656,1106,1043,501,7,7
GoJet Airlines LLC d/b/a United Express,"Charlotte, NC","Detroit, MI",7,631,490,415,500,7,7
American Airlines Inc.,"Charlotte, NC","Detroit, MI",5,678,594,446,500,6,7
American Airlines Inc.,"Charlotte, NC","Detroit, MI",5,694,1050,686,500,7,7
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",4,631,490,406,501,7,7
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",6,638,608,432,460,8,8
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",9,694,1440,1069,501,8,8
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",7,694,1440,1243,501,8,8
GoJet Airlines LLC d/b/a United Express,"Greensboro/High Point, NC","Detroit, MI",3,631,630,469,460,9,9
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",1,631,910,637,501,13,9
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",2,631,980,728,501,14,9
SkyWest Airlines Inc.,"Charlotte, NC","Detroit, MI",4,638,684,581,500,9,9
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",6,631,560,518,501,8,9
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,722,1674,1373,501,9,9
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",6,638,760,677,500,10,10
Frontier Airlines Inc.,"Raleigh/Durham, NC","Detroit, MI",10,722,2046,1370,501,11,11
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",9,631,630,414,501,9,11
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",2,698,1320,430,500,10,11
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",3,631,840,782,501,12,12
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",5,631,770,693,501,11,12
American Airlines Inc.,"Charlotte, NC","Detroit, MI",2,694,2100,1903,500,14,14
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",4,629,749,585,460,15,15
American Airlines Inc.,"Charlotte, NC","Detroit, MI",8,694,2400,2055,500,16,16
GoJet Airlines LLC d/b/a United Express,"Charlotte, NC","Detroit, MI",6,631,980,900,500,14,16
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,888,2880,1784,501,16,16
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",8,631,1173,810,460,17,17
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",9,629,900,682,460,18,18
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",2,638,1292,946,500,17,19
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",6,614,3038,2918,501,19,19
American Airlines Inc.,"Charlotte, NC","Detroit, MI",6,694,2850,2663,500,19,19
ExpressJet Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",3,631,1300,933,460,20,20
Republic Airline,"Charlotte, NC","Detroit, MI",8,673,1520,1127,500,20,20
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",7,614,3199,3003,501,20,21
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",7,629,1050,938,460,21,21
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",4,638,1748,1516,500,23,22
GoJet Airlines LLC d/b/a United Express,"Charlotte, NC","Detroit, MI",4,631,1400,1152,500,20,22
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",10,638,1672,1337,460,22,22
SkyWest Airlines Inc.,"Charlotte, NC","Detroit, MI",5,631,1518,1298,500,22,22
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",6,629,1100,1007,460,22,22
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",6,631,1587,1351,460,23,23
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,614,3520,3201,501,22,23
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",4,655,3574,2277,501,24,24
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",5,638,1824,1636,500,24,24
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",5,698,3168,1948,500,24,25
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",10,656,3791,2772,501,24,25
GoJet Airlines LLC d/b/a United Express,"Charlotte, NC","Detroit, MI",3,631,1820,1382,500,26,27
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",5,655,4021,2219,500,27,27
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",8,629,1350,1197,460,27,27
American Airlines Inc.,"Charlotte, NC","Detroit, MI",7,694,4050,3586,500,27,28
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",1,638,1748,1045,501,23,29
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",4,638,2204,1892,460,29,29
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",3,638,2280,1903,500,30,30
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",3,656,4578,2792,501,29,30
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",10,699,5705,4784,501,30,30
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",4,656,4740,3965,501,30,30
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",5,638,2203,1707,460,29,30
American Airlines Inc.,"Charlotte, NC","Detroit, MI",3,694,4500,3832,500,30,30
Republic Airline,"Charlotte, NC","Detroit, MI",7,673,2356,1758,500,31,31
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",6,629,1600,1424,460,32,32
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",5,638,2432,1837,500,32,32
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",5,608,3630,3284,500,33,33
American Airlines Inc.,"Charlotte, NC","Detroit, MI",4,694,5100,4396,500,34,34
GoJet Airlines LLC d/b/a United Express,"Raleigh/Durham, NC","Detroit, MI",2,638,2204,1436,501,29,35
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",4,638,2734,1930,460,36,36
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",6,656,5686,4962,501,36,36
Republic Airline,"Charlotte, NC","Detroit, MI",6,673,2736,2113,500,36,37
Endeavor Air Inc.,"Charlotte, NC","Detroit, MI",1,638,2964,2279,500,39,39
GoJet Airlines LLC d/b/a United Express,"Charlotte, NC","Detroit, MI",1,631,2660,1527,500,38,41
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",8,629,2200,1892,460,44,44
GoJet Airlines LLC d/b/a United Express,"Charlotte, NC","Detroit, MI",2,631,2800,1802,500,40,44
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",4,638,3420,2653,500,45,45
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",9,656,6950,4937,501,44,45
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",2,608,5390,3232,500,49,49
Delta Air Lines Inc.,"Charlotte, NC","Detroit, MI",1,608,5390,2945,500,49,49
Republic Airline,"Charlotte, NC","Detroit, MI",5,673,3724,3064,500,50,50
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",5,608,5610,4940,501,51,51
GoJet Airlines LLC d/b/a United Express,"Greensboro/High Point, NC","Detroit, MI",9,631,3500,2350,460,50,51
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",3,629,2550,2217,460,51,52
Endeavor Air Inc.,"Greensboro/High Point, NC","Detroit, MI",5,629,2650,2269,460,53,53
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",9,608,5939,4716,501,54,54
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",6,608,5938,5553,501,54,54
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",7,629,2750,2292,460,55,55
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",2,638,4104,3299,583,54,55
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",6,638,3724,2992,500,49,57
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",5,656,9004,6970,501,57,57
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",4,608,6379,5574,501,58,58
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",4,638,4256,3613,583,56,58
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",2,608,6269,4940,501,57,59
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",3,638,4484,3814,583,59,59
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",6,638,4028,3290,583,53,59
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",9,638,4332,2856,583,57,59
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",1,638,4332,3030,583,57,60
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",7,638,4408,3403,583,58,60
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",10,608,6708,5965,501,61,61
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",8,638,4560,3425,583,60,61
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",10,638,4560,3443,583,60,61
GoJet Airlines LLC d/b/a United Express,"Greensboro/High Point, NC","Detroit, MI",10,631,4270,3220,460,61,62
PSA Airlines Inc.,"Charlotte, NC","Grand Rapids, MI",5,638,4560,3831,583,60,62
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",7,638,4788,3626,500,63,64
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",1,608,7590,5583,501,69,71
American Airlines Inc.,"Charlotte, NC","Detroit, MI",2,698,8960,6820,500,70,74
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",3,608,8139,7164,501,74,74
American Airlines Inc.,"Charlotte, NC","Detroit, MI",1,698,9344,6037,500,73,74
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",1,629,3700,2712,460,74,74
SkyWest Airlines Inc.,"Greensboro/High Point, NC","Detroit, MI",2,629,3550,2673,460,71,75
Delta Air Lines Inc.,"Raleigh/Durham, NC","Detroit, MI",8,608,8250,7295,501,75,75
PSA Airlines Inc.,"Charlotte, NC","Detroit, MI",8,638,5700,4266,500,75,75
American Airlines Inc.,"Charlotte, NC","Detroit, MI",3,698,10368,8255,500,81,81
